text,created_at,retweet_count,favorite_count
"● First public institution of higher education in Texas
● Home of the #12thMan, Aggie Muster, &amp; Aggie Rings
● 450,000+ members of the @AggieNetwork 

Read about the history of #TAMU on today's featured @Wikipedia article: https://t.co/so3UZbiUhp https://t.co/LIbfwHMmay",Mon May 14 18:12:29 +0000 2018,430,100
"@jwells1982 @kyleumlang Crazy how bad A&amp;M was from 1940-74 
31-3-1 against Texas. One good year under Bear Bryant with no bowl due to probation. We were basically Rice University in that strech of history.",Mon Nov 25 03:55:03 +0000 2024,4,0
"I'm so confused, you had travel to Texas money but you were in a federal university???? Why please",Tue Nov 19 17:04:15 +0000 2024,3,0
"BREAKING: @TAMU President Michael K. Young has announced he will forgo his final semester and leave his position as president of Texas A&amp;M, effective Dec. 31, 2020.

Story to follow.",Tue Nov 24 19:41:27 +0000 2020,352,41
"Final✅ | Saint Joseph's 78, Texas Tech 77

Darrion Williams misses a last second jumper as the Red Raiders fall to the Hawks.

Tech will take on Syracuse University at 6 p.m. Friday night.",Fri Nov 22 04:44:39 +0000 2024,3,1
UTEP women pull away in second half to down Texas A&amp;M-Corpus Christi https://t.co/Xz3pjmx40S via @elpasotimes,Wed Nov 27 02:57:24 +0000 2024,4,0
"Thousands of Texas A&amp;M students held a remembrance ceremony early Monday morning to honor the victims of the fatal bonfire collapse that occurred 25 years ago, ahead of that year’s football game against the University of Texas.

Full Story - https://t.co/Qnj7YCrFHn https://t.co/kebbqlxnEq",Tue Nov 19 16:30:11 +0000 2024,0,0
"@juice4_jay1 Quinn sees the field better than Arch. If he’s decisive with ball, I’m not worried about mobility. A&amp;M secondary is not good.",Sun Nov 24 18:58:28 +0000 2024,10,0
"Introducing Texas A&amp;M's newest campus: Texas A&amp;M Innovation Plaza in downtown Houston!

The new 5-acre campus in the Texas Medical Center will be home to EnMed, a collaboration between @TAMUHealth &amp; @TAMUEngineering, to teach Aggies and serve Texans! https://t.co/SF9x7j1cx7 https://t.co/FekKKb2QbZ",Wed May 20 18:45:05 +0000 2020,880,116
"Texas A&amp;M University is set to mark 25 years since the log stack collapsed in the early hours of Nov. 18, 1999. It was being built in preparation for the annual bonfire ahead of the Texas A&amp;M-Texas rivalry football game in College Station.
 https://t.co/IrFfKpAsAK",Mon Nov 18 01:00:01 +0000 2024,2,0
"Best in Texas! 👍 

#TAMU has been named the Best Value and Best Public College in Texas by @Money! The university placed high in categories that measured quality of education, affordability, and post-graduate outcomes to earn this ranking.

➡️ https://t.co/d5lAIiPbk8 https://t.co/H27Ayk7btR",Tue May 17 18:43:02 +0000 2022,688,125
@bresee_thomas A&amp;M secondary is also spotty. I’m not sure they can match us point for point. I trust this Longhorn defense.,Sun Nov 24 19:31:35 +0000 2024,2,0
"Why is the #GOP-dominated #TxLege, @GregAbbott_TX, and his appointees on the @TAMUS Board of Regents allowing this sort of radical indoctrination by the leftwing staff at @TAMU?

With a far-left bias,Texas A&amp;M's faculty is intent on making Aggieland unrecognizable.",Tue Aug 20 17:10:05 +0000 2024,321,193
"Congratulations to Ainsley Thornton on her acceptance to Texas A&amp;M University! What an accomplishment!
Seniors, don't forget to share your news using #FUTUREME and submit your updates through the provided link. https://t.co/W84gzY13QW https://t.co/noQNVw2I3F",Tue Nov 19 18:00:08 +0000 2024,3,0
"#1 in Texas
#5 best public university
#11 overall 
Whoop!  

More on this year's @MONEY rankings ➡️   https://t.co/xzeFwGn5kq #tamu",Tue Sep 15 15:17:01 +0000 2020,846,183
"🎉 Save the date, Ags! 🎉 

Join us for our 140th Birthday Celebration in Academic Plaza on Oct. 6 from 10am-3pm! https://t.co/Rnsq51sfHm https://t.co/DA22qP6ouS",Tue Oct 04 01:05:13 +0000 2016,91,28
"🏁 Proud to see our Aggie Maroon flying high with @StewartHaasRcng  during their final @NASCAR races, supporting our veterans and bringing that #12thMan spirit to the speedway. Thanks for carrying our colors @ChaseBriscoe_14 and @joshberry!  #GigEm 

https://t.co/cnevfX8pxs",Thu Nov 14 18:10:37 +0000 2024,116,11
"Due to inclement weather and rolling power outages, classes for students (in person and virtual) and work for nonessential employees is CANCELED today across all Texas locations. #tamu https://t.co/BGX88egySA",Mon Feb 15 13:34:17 +0000 2021,529,97
"Top in Texas. 
No. 11 among public universities.

Texas A&amp;M ranks as one of the top universities in the country in Washington @Monthly's 2021 rankings: https://t.co/kaSJQLmJAk https://t.co/RfHKABEWZK",Thu Sep 09 18:34:01 +0000 2021,1389,298
"Texas has more wins in College Station than A&amp;M has combined wins vs Texas

A&amp;M is just UT - East Campus",Mon Nov 25 21:51:29 +0000 2024,172,4
"Texas A&amp;M will award more than 12,400 degrees this month. #TAMUGrad 🎓 

This week, 9 commencement ceremonies will be at Reed Arena celebrating undergraduate, master’s and doctoral students: https://t.co/tS3RyoesNe https://t.co/EPwbdvPyhY",Thu May 09 13:00:47 +0000 2024,329,18
"Texas A&amp;M just doubled its medical research space on campus with the addition of a new, state-of-the-art @TAMHSC Medical Research &amp; Education Building! https://t.co/HDW27dK5dd 👩‍⚕️👨‍⚕️ #tamu https://t.co/XSGfc0uVYA",Tue Jul 02 18:25:09 +0000 2019,191,14
#SaintsPostGame: #OLLUWomensBasketball claimed a last-minute victory over Texas A&amp;M University-Texarkana 66-63! Full article will be published later. #WingsUpSaints https://t.co/3E4cfUHhm7,Fri Nov 22 01:38:36 +0000 2024,2,1
"Brooke Rollins, 52, graduated from Texas A&amp;M University with an undergraduate degree in agricultural development before completing law school at the University of Texas. #merittv #news #trump #agriculture
https://t.co/XEE5acPGa9",Sun Nov 24 17:08:33 +0000 2024,5,0
"Congratulations to Cam Coleman of Auburn University! Cam is this week’s Shaun Alexander Freshman Player of the Week. @CamColeman12 showed up big, posting a career-high 7 receptions, 128 yards and 2 touchdowns against the Texas A&amp;M Aggies.
S/O @cameronnewton @takeospikes51 https://t.co/EaDHGPznmV",Wed Nov 27 20:49:46 +0000 2024,6,1
"@theinitiator92 They will still have a top 20 defense against a team that struggles on the road. I’m not picking Auburn, but I don’t trust A&amp;M.",Tue Nov 19 03:30:27 +0000 2024,5,0
"GAMEDAY 

HPU travels to Houston, Texas to face off against Dillard University (La.) in a neutral site matchup. The game will tip off at 7 P.M and will be on the campus of the University of St.Thomas. Go Jackets! #Stingem https://t.co/08xeprXpcZ",Fri Nov 22 19:30:15 +0000 2024,22,3
"Introducing #TAMU's newest major: Architectural Engineering!

Through this new undergraduate degree, @TAMUEngineering will prepare Aggies to be the leaders of the future in the architecture industry! https://t.co/B4rrTSWaBh https://t.co/MY27v9aSva",Wed Jul 10 18:25:14 +0000 2019,213,20
"@wendyp4545 @BrookeLRollins Uh, raised on a farm in a Texas, active in #futurefarmersofamerca and #4h, graduate of Texas A&amp;M University… pretty much her foundation!",Sat Nov 23 22:05:48 +0000 2024,21,1
"ANOTHER #NCAAB UPSET ALERT 🏀

Texas A&amp;M is losing 25-39 to Southern. 

They were -25-5 favorites at home. https://t.co/OIqmUNtjrR",Thu Nov 21 02:05:44 +0000 2024,11,0
"Now forming at the south end of Aggieland, the White-Walker Music Activities Center! 👍🎺

Opening at the end of August, @TAMUMUSA will be an inspirational space for Aggie musicians, including the Fightin' Texas Aggie Band! https://t.co/M7rO5j1EtO #tamu https://t.co/CtbpxxNKl7",Wed Aug 07 19:20:13 +0000 2019,214,19
This comes after @TexasScorecard reported on Chinese investments by the University of Texas/Texas A&amp;M Investment Management Company @OlSarge27 https://t.co/iCIR8pSXPV,Thu Nov 21 14:38:18 +0000 2024,3,0
"Opened Lone Star Conference action against No. 2 West Texas A&amp;M Saturday afternoon

#LetsRun #ALLIN #ENMU

https://t.co/XfFkc0fXT1",Sun Nov 24 03:43:39 +0000 2024,4,1
"#TAMU ranked #8 nationally &amp; #1 in Texas on the list of ""25 Best Colleges in the U.S."" by https://t.co/GF7mWMRNqU, which combines #affordability w/academic quality, successful student outcomes &amp; a diverse variety of degree programs. https://t.co/Nvcwe7Wzss",Fri Jun 28 13:01:52 +0000 2019,289,99
"Lone Star Showdown 2024: Most Expensive College Football Game Ever 

https://t.co/UXj8yTkimN

The legendary Texas A&amp;M vs. University of Texas football rivalry is back after a 13-year hiatus, setting new records and electrifying fans! From tailgates to street parties, this is the",Wed Nov 27 19:27:02 +0000 2024,4,2
@bradenhanzelka The American dream Dusty Rhodes was an A&amp;M fan. He went to west Texas state university now an A&amp;M system school.,Thu Nov 21 09:33:49 +0000 2024,2,0
"@beingfrancake It’s funny because we can knock A&amp;M out the top 25. If we’re in the SEC title game, our schedule is irrelevant.",Mon Nov 25 17:56:13 +0000 2024,12,0
"Texas A&amp;M University and @TheJusticeDept  have established a new medical-legal collaboration to help reduce recidivism for incarcerated individuals and reduce barriers faced during their transition back to the community. 
https://t.co/PgwG15dcHu https://t.co/6sx1x109zs",Thu Nov 07 16:05:32 +0000 2024,6,0
"Check out our Texas vs Texas A&amp;M quick preview for this week's big game.  Huge implications for the playoff.

https://t.co/mfHVYJwzMX https://t.co/EcD6Ov27zi",Tue Nov 26 17:10:22 +0000 2024,4,2
"@Drk737 I agree, just think its hilarious we could knock A&amp;M out the top 25 lol",Mon Nov 25 17:52:40 +0000 2024,7,0
"Texas currently has 17 commits, 76% are blue chips.

A&amp;M has 24 commits, 58% blue chips. 

The word for today is quality",Tue Jan 21 18:41:18 +0000 2020,213,13
"We have a @TSUWomensHoops HOME GAME TODAY
4 p.m. vs . @etamuniversity inside the H&amp;PE Arena! https://t.co/rf9K3aeL3T",Thu Nov 21 17:25:54 +0000 2024,6,1
"Beginning in Fall 2019, Texas A&amp;M is launching @aggieachieve, Texas’ first 4-year college program for students with intellectual and developmental disabilities! 👍 #tamu

@people: https://t.co/A05yPEjQJq

https://t.co/A05yPEjQJq",Mon Aug 12 00:15:07 +0000 2019,1208,236
"Texas A&amp;M is home to the world’s only Nautical Archeology program, where Aggies investigate shipwrecks! #tamu

🌊: https://t.co/nCT1cxpzG2 https://t.co/sQYBU1v7Zt",Tue Sep 19 17:55:12 +0000 2017,143,29
#SaintsPostGame: #OLLUMensBasketball remains undefeated with a 95-80 win over Texas A&amp;M University-Texarkana! Full article will be published soon. #WingsUpSaints https://t.co/FWpNSzlsE6,Fri Nov 22 03:52:45 +0000 2024,15,5
Today students in our Junior class toured Javelina Nation! They traveled to Texas A&amp;M University-Kingsville where they learned many interesting things about college life.  Our Minutemen are College Bound.  Next College trip will be to Texas State. Minutemen are College Bound👨‍🎓👩‍🎓 https://t.co/PYAROBJScv,Fri Nov 22 03:48:18 +0000 2024,7,0
Texas A&amp;M is a founding member in the creation of #TMC3 — a 30-acre collaborative medical research campus in Houston! https://t.co/83cN9222t9 #tamu https://t.co/QWkuaiMeuO,Fri May 04 15:18:21 +0000 2018,174,31
"""Es un paso importante para independizarme y crecer como persona""🙌

🎾La tenista nacional Josefa Fuenzalida de 19 años dará un salto en su carrera y se irá a estudiar a Estados Unidos🇺🇸 donde será parte del equipo de la Texas A&amp;M University, actuales campeones de su https://t.co/3XL4AD1OtK",Wed Nov 20 14:28:20 +0000 2024,10,0
"𝓛𝓢𝓒 𝓐𝓬𝓽𝓲𝓸𝓷 𝓑𝓮𝓰𝓲𝓷𝓼 𝓝𝓸𝔀 ‼️

🆚 No. 2 West Texas A&amp;M 
📍 Portales, N.M.
📺 https://t.co/3LdwFvOghR
📻 https://t.co/vmrILwvH1N (Doc Elder)
📈 https://t.co/Hf7Kmk7Dza  

#LetsRun #ALLIN #ENMU https://t.co/LgsUNRCM0A",Sat Nov 23 14:00:00 +0000 2024,9,1
"Brooke Rollins, who graduated from Texas A&amp;M University with a degree in agricultural development, is a longtime Trump associate who served as White House domestic policy chief during his first presidency. https://t.co/HMa6WEQ6Dn",Sun Nov 24 01:49:01 +0000 2024,7,2
"Here we go…..I’m assuming that 
60 minutes going to do a hit job on the university of Austin (UTX) I’ll be pleasantly surprised if it’s fair…..

It’s a new college free of Woke! First class 93 students.
Political debate is not only encouraged but required in some classes.",Mon Nov 25 00:40:55 +0000 2024,2,0
"Howdy, Houston!👋

@TXMedCenter will soon be home to a @tamusystem medical complex created to help #TAMU meet the medical needs of Texans and to better contribute to the global medical community! 👩‍⚕️💊👨‍⚕️ 

Read more about the $546 million project: https://t.co/jJrqotioF5 https://t.co/B3HQt2AGTu",Fri Feb 21 17:48:35 +0000 2020,580,88
"• Louisville v Indiana 
• Memphis v Auburn 
• Texas A&amp;M v Creighton
• Michigan State v North Carolina 
• Rutgers v Alabama 
• Uconn v Dayton 

We have the script and our full #NCAAB card is posted on @DubClub_win 

Let’s CASHHH #SportsBettingX

https://t.co/2UbMB1yPz1",Wed Nov 27 16:48:27 +0000 2024,12,1
"Conference play begins tomorrow as No. 2 West Texas A&amp;M comes to Portales. 

There is only one place to be tomorrow..... Steve Loy Family Foundation Arena!

#LetsRun #ALLIN #ENMU

https://t.co/ObCQ7wpSls",Sat Nov 23 02:45:07 +0000 2024,5,1
"No place like home🏠

🆚 Le Moyne
📅 Nov. 25 | 6:30 p.m.
📍 UTRGV Fieldhouse
✌️ FREE game day t-shirt for the first 500 fans
✌️ FREE wings from Wing Barn for #UTRGV students with a valid ID
🎟️ https://t.co/m5Iid4gaNR

#RallyTheValley #EarnedEveryDay https://t.co/6S6LwV77c1",Mon Nov 25 16:00:01 +0000 2024,15,5
"We look forward to continuing to serve the students, faculty, and staff of East Texas A&amp;M University with excellence and professionalism.",Fri Nov 22 00:13:26 +0000 2024,0,0
"@GoodBull17 @PFlat2 @tengland_150 I find this comment hilarious, considering there is a Texas A&amp;M Qatar university LOL 

Speak more about being pro terrorism, please.",Tue Nov 26 13:11:32 +0000 2024,2,0
"Texas A&amp;M ranks No. 1 in Texas in enrollment of National Merit Scholars and No. 7 nationwide! ➡️https://t.co/kGLW7IF3wi

Association donors have given $300,000 a year to @TAMU National Merit Scholar program for many years. #Whoop #GigEm #ThankYou for supporting excellence at A&amp;M! https://t.co/R57tmI16FG",Mon Mar 18 15:52:02 +0000 2019,173,44
"@gkketch Harvard University, MA $49.5
The University of Texas, TX $44.97
Yale University, CT$40.75
Stanford University, CA$36.49
Princeton University, NJ$34.06
Massachusetts Institute of Technology, MA$23.45
University of Pennsylvania, PA $20.96
Texas A&amp;M University, TX$19.29",Tue Nov 26 17:07:44 +0000 2024,5,0
"They better be doing more than just changing the names.

From @chron: The Dallas area university's order to instructors comes amid the Texas A&amp;M University System Board of Regents vote to disband an LGBTQ+ Studies minorafter backlash from conservative lawmakers such as state rep. https://t.co/r4JqxDvo4M",Tue Nov 19 15:32:52 +0000 2024,17,7
"A huge and important move ! 
The Board of Regents of the Texas A&amp;M Univ has voted to terminate its contract with the Qatar Foundation.

The first to signal the danger of letting Qatar to have access to American nuclear research was @elilake , in his great piece for @TheFP .",Fri Feb 09 01:44:06 +0000 2024,1008,266
